Original code,Plausible Program,Total Tokens,Sum Entropy,Mean Entropy
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) { 
  bool_t flag ; 
  size_t n ; 
  uint16_t ier ; 
  uint16_t isr ; 
  flag = FALSE ; 
  ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; 
  ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; 
  isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; 
  if ( ( isr & ISR_LCIS ) != 0 ) { 
    ier &= ~ IER_LCIE ; 
    interface -> nicEvent = TRUE ; 
    flag |= osSetEventFromIsr ( & netEvent ) ; 
  } 
  if ( ( isr & ISR_TXIS ) != 0 ) { 
    ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; 
    n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; 
    if ( n >= 0 && n <= ( ETH_MAX_FRAME_SIZE + 8 ) ) {  // Add input validation 
      flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; 
    } 
  } 
  if ( ( isr & ISR_RXIS ) != 0 ) { 
    ier &= ~ IER_RXIE ; 
    interface -> nicEvent = TRUE ; 
    flag |= osSetEventFromIsr ( & netEvent ) ; 
  } 
  ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; 
  return flag ; 
}",452,-17.68882520274828,-0.039134569032628935
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; 

//Add input validation
if (isr == 0) { 
  return flag; 
} 

if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }",388,-19.512354141814214,-0.050289572530449
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) { 
 bool_t flag ; 
 size_t n ; 
 uint16_t ier ; 
 uint16_t isr ; 
 flag = FALSE ; 
 ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; 
 ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; 
 isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; 
 //Add input validation
 int isrMask = ISR_LCIS | ISR_TXIS | ISR_RXIS;
 if (isr & ~isrMask)
 {
     return FALSE;
 }
 if ( ( isr & ISR_LCIS ) != 0 ) { 
  ier &= ~ IER_LCIE ; 
  interface -> nicEvent = TRUE ; 
  flag |= osSetEventFromIsr ( & netEvent ) ; 
 } 
 if ( ( isr & ISR_TXIS ) != 0 ) { 
  ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; 
  n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; 
  if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { 
   flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; 
  } 
 } 
 if ( ( isr & ISR_RXIS ) != 0 ) { 
  ier &= ~ IER_RXIE ; 
  interface -> nicEvent = TRUE ; 
  flag |= osSetEventFromIsr ( & netEvent ) ; 
 } 
 ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; 
 return flag ; 
}",477,-30.074951711306195,-0.06305021323124989
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) { 
bool_t flag ; 
size_t n ; 
uint16_t ier ; 
uint16_t isr ; 
flag = FALSE ; 
ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; 
ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; 
isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; 

//Check if input is valid
if (isr < 0xFFFF){
  if ( ( isr & ISR_LCIS ) != 0 ) { 
    ier &= ~ IER_LCIE ; 
    interface -> nicEvent = TRUE ; 
    flag |= osSetEventFromIsr ( & netEvent ) ; 
  } 
  if ( ( isr & ISR_TXIS ) != 0 ) { 
    ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; 
    n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; 
    if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { 
      flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; 
    } 
  } 
  if ( ( isr & ISR_RXIS ) != 0 ) { 
    ier &= ~ IER_RXIE ; 
    interface -> nicEvent = TRUE ; 
    flag |= osSetEventFromIsr ( & netEvent ) ; 
  } 
  ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; 
  return flag ; 
 }
 else {
   //Handle the invalid input
   return FALSE;
 }
}",470,-35.39965600607653,-0.07531841703420539
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) {
    bool_t flag ;
    size_t n ;
    uint16_t ier ;
    uint16_t isr ;
    flag = FALSE ;
    ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ;
    ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ;
    isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ;
    
    //Validate input
    if(isr > 0xFFFF)
        return flag;
    
    if ( ( isr & ISR_LCIS ) != 0 ) { 
        ier &= ~ IER_LCIE ;
        interface -> nicEvent = TRUE ;
        flag |= osSetEventFromIsr ( & netEvent ) ;
    }
    if ( ( isr & ISR_TXIS ) != 0 ) {
        ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ;
        n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ;
        if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) {
            flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ;
        }
    }
    if ( ( isr & ISR_RXIS ) != 0 ) { 
        ier &= ~ IER_RXIE ;
        interface -> nicEvent = TRUE ;
        flag |= osSetEventFromIsr ( & netEvent ) ;
    }
    ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ;
    return flag ;
}",443,-20.044885772954718,-0.04524804914888198
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler(NetInterface *interface) { 
    bool_t flag;
    size_t n;
    uint16_t ier;
    uint16_t isr;
    flag = FALSE;
    ier = ksz8851ReadReg(interface, KSZ8851_REG_IER);
    ksz8851WriteReg(interface, KSZ8851_REG_IER, 0);
    isr = ksz8851ReadReg(interface, KSZ8851_REG_ISR);
    if ((isr & ISR_LCIS) != 0) {
        ier &= ~IER_LCIE;
        interface->nicEvent = TRUE;
        flag |= osSetEventFromIsr(&netEvent);
    }
    if ((isr & ISR_TXIS) != 0) {
        //Sanitize the input
        n = ksz8851ReadReg(interface, KSZ8851_REG_TXMIR) & TXMIR_TXMA_MASK;
        //Validate the input
        if (n >= 0 && n <= (ETH_MAX_FRAME_SIZE + 8)) {
            ksz8851WriteReg(interface, KSZ8851_REG_ISR, ISR_TXIS);
            flag |= osSetEventFromIsr(&interface->nicTxEvent);
        }
    }
    if ((isr & ISR_RXIS) != 0) {
        ier &= ~IER_RXIE;
        interface->nicEvent = TRUE;
        flag |= osSetEventFromIsr(&netEvent);
    }
    ksz8851WriteReg(interface, KSZ8851_REG_IER, ier);
    return flag;
}",418,-33.099740685773206,-0.07918598250184977
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; // Added input validation if(n > 0 && n < (ETH_MAX_FRAME_SIZE + 8)) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }",367,-14.73747390268323,-0.04015660463946384
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; 
//Validate the ISR value before it is used
if ( isr > 0 && isr < 0xFF ) {
if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; 
//Validate the n value before it is used
if ( n > 0 && n < ( ETH_MAX_FRAME_SIZE + 8 ) ) {
flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; } return flag ; }",409,-36.523193431194485,-0.0892987614454633
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) { 
bool_t flag ; 
size_t n ; 
uint16_t ier ; 
uint16_t isr ; 
flag = FALSE ; 
ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; 
ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; 
isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; 

// Validate isr value
if ( isr > 0 && isr <= UINT16_MAX ) {
    if ( ( isr & ISR_LCIS ) != 0 ) { 
        ier &= ~ IER_LCIE ; 
        interface -> nicEvent = TRUE ; 
        flag |= osSetEventFromIsr ( & netEvent ) ; 
    } 
    if ( ( isr & ISR_TXIS ) != 0 ) { 
        ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; 
        n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; 
        if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { 
            flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; 
        } 
    } 
    if ( ( isr & ISR_RXIS ) != 0 ) { 
        ier &= ~ IER_RXIE ; 
        interface -> nicEvent = TRUE ; 
        flag |= osSetEventFromIsr ( & netEvent ) ; 
    } 
    ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; 
    return flag ; 
}
else {
    return FALSE;
}
}",471,-25.555901067910163,-0.05425881330766489
"The Original Code is vulnerable to CWE-20: Improper Input Validation. Fix the vulnerability.
Original Code:
bool_t ksz8851IrqHandler ( NetInterface * interface ) { bool_t flag ; size_t n ; uint16_t ier ; uint16_t isr ; flag = FALSE ; ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; if ( ( isr & ISR_LCIS ) != 0 ) { ier &= ~ IER_LCIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } if ( ( isr & ISR_TXIS ) != 0 ) { ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; if ( n >= ( ETH_MAX_FRAME_SIZE + 8 ) ) { flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; } } if ( ( isr & ISR_RXIS ) != 0 ) { ier &= ~ IER_RXIE ; interface -> nicEvent = TRUE ; flag |= osSetEventFromIsr ( & netEvent ) ; } ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; return flag ; }
Fixed code:","
bool_t ksz8851IrqHandler ( NetInterface * interface ) { 
 bool_t flag ; 
 size_t n ; 
 uint16_t ier ; 
 uint16_t isr ; 
 flag = FALSE ; 
 
 //Validate input
 if (interface == NULL) {
  return flag;
 }
 
 ier = ksz8851ReadReg ( interface , KSZ8851_REG_IER ) ; 
 ksz8851WriteReg ( interface , KSZ8851_REG_IER , 0 ) ; 
 isr = ksz8851ReadReg ( interface , KSZ8851_REG_ISR ) ; 
 if ( ( isr & ISR_LCIS ) != 0 ) { 
  ier &= ~ IER_LCIE ; 
  interface -> nicEvent = TRUE ; 
  flag |= osSetEventFromIsr ( & netEvent ) ; 
 } 
 if ( ( isr & ISR_TXIS ) != 0 ) { 
  ksz8851WriteReg ( interface , KSZ8851_REG_ISR , ISR_TXIS ) ; 
  n = ksz8851ReadReg ( interface , KSZ8851_REG_TXMIR ) & TXMIR_TXMA_MASK ; 
  //Validate size
  if ( n < ( ETH_MAX_FRAME_SIZE + 8 ) ) { 
   flag |= osSetEventFromIsr ( & interface -> nicTxEvent ) ; 
  }
 } 
 if ( ( isr & ISR_RXIS ) != 0 ) { 
  ier &= ~ IER_RXIE ; 
  interface -> nicEvent = TRUE ; 
  flag |= osSetEventFromIsr ( & netEvent ) ; 
 } 
 ksz8851WriteReg ( interface , KSZ8851_REG_IER , ier ) ; 
 return flag ; 
}",456,-22.824412852581215,-0.05005353695741495
