Original code,Plausible Program,Number of Bugs Present,Total Tokens,Sum Entropy,Mean Entropy
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ;  if ( bfqq ) {   <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; <StartBug> } else { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; } <EndBug> }",4,361,-22.87231690115926,-0.06335821856276803
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> if(bfqq == NULL) return; bfqd = bfqq -> bfqd ; <EndBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }",4,337,-12.468851233105662,-0.03699955855520968
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) { 
    struct bfq_data * bfqd = bfqq -> bfqd ; 
    enum bfqq_expiration reason ; 
    unsigned long flags ; 

    spin_lock_irqsave ( & bfqd -> lock , flags ) ; 
    bfq_clear_bfqq_wait_request ( bfqq ) ; 
    if ( bfqq != bfqd -> in_service_queue ) { 
        spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; 
        return ; 
    } 
    if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; 
    else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; 
    else { 
        bfq_put_queue ( bfqq ) ; 
        goto schedule_dispatch ; 
    }
    bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; 
    schedule_dispatch : 
    spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; 
    bfq_schedule_dispatch ( bfqd ) ; 
}",4,360,-25.591324714119647,-0.0710870130947768
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) { struct bfq_data * bfqd = bfqq -> bfqd ; enum bfqq_expiration reason ; unsigned long flags ; spin_lock_irqsave ( & bfqd -> lock , flags ) ; bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ;  kfree ( bfqq ); // added code return ; } if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ;  kfree ( bfqq ); //added code schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }",4,309,-26.711442864309777,-0.08644479891362387
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { <StartBug> spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; <EndBug> return ;  } 
if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : <StartBug> spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; <EndBug> bfq_schedule_dispatch ( bfqd ) ; }",4,330,-11.28472633577334,-0.034196140411434366
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; <StartBug> if ( bfqd -> in_service_queue != NULL ) { <EndBug> if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; } <StartBug> } <EndBug>",4,352,-14.13722592773832,-0.0401625736583475
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue || bfqq == NULL ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }",4,325,-7.902863164276633,-0.0243165020439281
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> if ( bfqq == NULL ) return; <EndBug> struct bfq_data * bfqd = bfqq -> bfqd ; enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }",4,329,-7.523007361639001,-0.022866283773978726
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } else { if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; } <EndBug> schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }",4,322,-9.112325467551333,-0.028299147414755692
"The Original Code is vulnerable to CWE-416: Use After Free. Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code:
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; }
Fixed code:","
<StartBug> static void bfq_idle_slice_timer_body ( struct bfq_queue * bfqq ) <EndBug> { <StartBug> struct bfq_data * bfqd = bfqq -> bfqd ; <EndBug> enum bfqq_expiration reason ; unsigned long flags ; <StartBug> spin_lock_irqsave ( & bfqd -> lock , flags ) ; <EndBug> bfq_clear_bfqq_wait_request ( bfqq ) ; if ( bfqq != bfqd -> in_service_queue ) { spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; return ; <StartBug> } else if ( refcount_dec_and_test(&bfqq->ref) ) { <EndBug> if ( bfq_bfqq_budget_timeout ( bfqq ) ) reason = BFQQE_BUDGET_TIMEOUT ; else if ( bfqq -> queued [ 0 ] == 0 && bfqq -> queued [ 1 ] == 0 ) reason = BFQQE_TOO_IDLE ; else goto schedule_dispatch ; bfq_bfqq_expire ( bfqd , bfqq , true , reason ) ; schedule_dispatch : spin_unlock_irqrestore ( & bfqd -> lock , flags ) ; bfq_schedule_dispatch ( bfqd ) ; } <StartBug> else { refcount_dec(&bfqq->ref); } <EndBug> }",4,360,-18.193779201909987,-0.05053827556086107
