Original code,Plausible Program,Total Tokens,Sum Entropy,Mean Entropy
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:"," static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> char * new_path ; new_path = curl_easy_escape ( data , path , 0 ) ; if ( ! new_path ) return CURLE_OUT_OF_MEMORY ; pop3c -> mailbox = new_path ; return CURLE_OK ; <EndBug>}",129,-13.959055891965903,-0.10820973559663491
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:"," static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( pop3c -> mailbox === NULL ) { curl_free ( pop3c -> mailbox ) ; return CURLE_OUT_OF_MEMORY ; } char * mailbox_escaped = curl_easy_escape ( data , pop3c -> mailbox , 0 ) ; if ( mailbox_escaped === NULL ) { curl_free ( pop3c -> mailbox ) ; return CURLE_OUT_OF_MEMORY ; } curl_free ( pop3c -> mailbox ) ; pop3c -> mailbox = mailbox_escaped ; return CURLE_OK ; <EndBug>}",215,-26.654157025027093,-0.12397282337221904
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:"," static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; size_t path_len = strlen(path) + 1; char * safe_mailbox_str = malloc(path_len); if (safe_mailbox_str == NULL) { return CURLE_OUT_OF_MEMORY; } for (size_t i = 0; i < path_len; i++) { if (isalnum((unsigned char)path[i]) || path[i]=='_' || path[i]=='.' || path[i]=='-' || path[i]=='~' || path[i]=='@' || path[i]==':' || path[i]=='%'|| path[i]=='/') safe_mailbox_str[i] = path[i]; else safe_mailbox_str[i] = '\0'; } <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , safe_mailbox_str , 0 , NULL ) ; free(safe_mailbox_str); <EndBug> return CURLE_OK ; }",297,-75.49003009065812,-0.2541751854904314
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:"," static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> /* Remove illegal characters from mailbox string to prevent SQL Injection*/ char * mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! mailbox ) return CURLE_OUT_OF_MEMORY ; int i = 0 ; while ( mailbox [ i ] ) { if ( ! isalnum ( mailbox [ i ] ) ) { mailbox [ i ] = '\0' ; break ; } ++ i ; } pop3c -> mailbox = mailbox ; <EndBug> return CURLE_OK ; }",179,-43.00040394507382,-0.2402257203635409
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:"," static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> char* unescaped_path = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! unescaped_path ) return CURLE_OUT_OF_MEMORY ; char* valid_path = curl_easy_escape ( data , unescaped_path , 0 ) ; if ( ! valid_path ) { curl_free ( unescaped_path ) ; return CURLE_OUT_OF_MEMORY ; } pop3c -> mailbox = valid_path ; curl_free ( unescaped_path ) ; <EndBug> return CURLE_OK ; }",199,-18.70617811272099,-0.09400089503879895
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:"," static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> unsigned char * esc_path = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! esc_path ) return CURLE_OUT_OF_MEMORY ; pop3c -> mailbox = curl_escape ( esc_path , 0 ) ; curl_free ( esc_path ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}",167,-14.852836005592929,-0.08893913775804149
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:","
static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_escape ( data , path , 0 ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}",118,-6.189697762599991,-0.05245506578474569
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:"," static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> char* mail_safe = curl_easy_escape ( data, path, 0); if (!mail_safe) { return CURLE_OUT_OF_MEMORY; } pop3c->mailbox = mail_safe; <EndBug> return CURLE_OK; }",126,-22.885807949894996,-0.18163339642773807
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:","
static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> CURLcode res = CURLE_OK ; char * mailbox = curl_easy_escape ( data , path , 0 ) ; if ( ! mailbox ) return CURLE_OUT_OF_MEMORY ; pop3c -> mailbox = mailbox ; res = CURLE_OK ; <EndBug> return res ; }",135,-16.982600549748806,-0.1257970411092504
"The Original Code is vulnerable to CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). Fix the code between <StartBug> and <EndBug> to fix the vulnerability.
Original Code: static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ; if ( ! pop3c -> mailbox ) return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; <EndBug>}
Fixed code:"," static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ; <StartBug> CURLcode result = CURLE_OK ; pop3c -> mailbox = curl_easy_escape ( data , path , 0 ) ; if ( ! pop3c -> mailbox ) { result = CURLE_OUT_OF_MEMORY ; } else { char * unescaped = curl_easy_unescape ( data , pop3c -> mailbox , 0 , NULL ) ; if ( unescaped ) { free ( pop3c -> mailbox ) ; pop3c -> mailbox = unescaped ; } else { result = CURLE_OUT_OF_MEMORY ; } } return result ; <EndBug>}",200,-16.362311809787133,-0.08181155904893567
